tmdbId,title,overview,cast,director
27509,"Penalty, The (1920)","Blizzard, deranged from a childhood operation in which both his legs were perhaps needlessly amputated after an accident, becomes a vicious criminal, and eventually mob leader of the San Francisco underworld. Out for revenge against the surgeon who performed his operation, he undergoes brain surgery which has a chance of altering his anti-social behavior.","Charles Clary,Doris Pawn,Claire Adams",Wallace Worsley
27545,"Wasp Woman, The (1959)",A cosmetics queen develops a youth formula from jelly taken from queen wasps. She fails to anticipate the typical hoary side effects.,"Susan Cabot,Anthony Eisley,Michael Mark",Roger Corman
27548,Slime City (1988),"A student moves into a run-down building in New York City. His bizarre neighbors make a concoction in their apartment they call wine, but when he takes some of it, he turns into a deformed, murderous monster.","Robert C. Sabin,Mary Huner,T.J. Merrick",
27568,Panic in Year Zero! (1962),"While on a fishing trip, Harry Baldwin (Ray Milland) and his family hear an explosion and realize that Los Angeles has been leveled by a nuclear attack. Looters and killers are everywhere. Escaping to the hills with his family, he sets about the business of surviving in a world where, he knows, the old ideals of humanity will be first casualties.","Ray Milland,Jean Hagen,Frankie Avalon",Ray Milland
27588,Forget Me Not (2009),"It's graduation weekend, and Sandy Channing, the popular class president of her small-town high school, should be enjoying the time of her life. But when her friends start disappearing, Sandy discovers they have unwittingly awakened the vengeful spirit of a girl they wronged long ago. Fighting for her sanity, Sandy must unlock a dark secret from her own past before it's too late.","Carly Schroeder,Cody Linley,Brie Gabrielle",
27601,Citizen Toxie: The Toxic Avenger IV (2000),"When the notorious Diaper Mafia take hostage the Tromaville School for the Very Special, only the Toxic Avenger and his morbidly obese sidekick Lardass can save Tromaville.","David Mattey,Debbie Rochon,Clyde Lewis",
27607,Parents (1989),"Michael is a young boy living in a typical 1950's suburbanite home... except for his bizarre and horrific nightmares, and continued unease around his parents. Young Michael begins to suspect his parents are cooking more than just hamburgers on the grill outside, but has trouble explaining his fears to his new-found friend Sheila, or the school's social worker.","Randy Quaid,Mary Beth Hurt,Sandy Dennis",Bob Balaban
27618,The Horribly Slow Murderer with the Extremely Inefficient Weapon (2008),"From Richard Gale, mad maker of CRITICIZED, comes a film that will never have you looking at cutlery the same way again. Set-up as an epic-length trailer for an upcoming release, HORRIBLY SLOW... depicts a man's endless pursuit by what has got to be one of the most determined and patient murderers the screen has ever seen.","Paul Clemens,Michael James Kacey,Fay Kato",
27623,Not of This Earth (1957),"An agent from a distant planet has been sent to earth to ship large quantities of blood to his world, where a plague is ravaging the populace.  He comes equipped with an interstellar matter transmitter, telepathic mind-control powers, and deathray-shooting eyes.  Because he is also affected by the blood disease, he gains control of the town's physician and has him place a nurse at his disposal, while he collects live humans for fresh blood; but gains the nurse's suspicions, along with those of her boyfriend - a town police officer.","Paul Birch,Beverly Garland,Morgan Jones",Roger Corman
27632,Black Sunday (La maschera del demonio) (1960),A vengeful witch and her fiendish servant return from the grave and begin a bloody campaign to possess the body of the witch's beautiful look-alike descendant. Only the girl's brother and a handsome doctor stand in her way.,"Barbara Steele,John Richardson,Ivo Garrani",
27636,"Whip and the Body, The (Frusta e il corpo, La) (1963)","In the 19th century, a sadistic nobleman terrorizes the members of his family. He is found dead, but his ghost soon returns to haunt the residents of his castle.","Daliah Lavi,Christopher Lee,Tony Kendall",Mario Bava
27642,Queen of Blood (1966),"A spaceship is sent to Mars after a alien distress signal is picked up. They find one survivor, but when a crew member is found drained of blood it's evident they have rescued a bloodsucking monster.","Florence Marly,Basil Rathbone,John Saxon",
27646,Night of the Demons (2009),"Angela (Shannon Elizabeth) is throwing a decadent Halloween party at New Orleans' infamous Broussard Mansion. But after the police break up the festivities, Maddie (Monica Keena) and a few friends stay behind. Trapped inside the locked mansion gates, the remaining guests uncover a horrifying secret and soon fall victim to seven vicious, blood-thirsty demons.","Tatyana Kanavka,Michael Arata,Shannon Elizabeth",
27651,Puppet Master: Axis of Evil (Puppet Master 10) (2010),"In a Stateside hotel during the height of World War II, young Danny Coogan dreams of joining the war effort. Following the murder of hotel guest Mr. Toulon by Nazi assassins, Danny finds the old man's crate of mysterious puppets and is suddenly thrust into a battle all his own. He discovers that Nazis Max and Klaus, along with beautiful Japanese saboteur Ozu, plan to attack a secret American manufacturing plant. After his family is attacked and his girlfriend Beth is kidnapped, it is up to Danny and the living deadly Puppets to stop this Axis of Evil.","Levi Fiehler,Jenna Gallaher,Taylor M. Graham",David DeCoteau
27662,Deep Space (1988),"Secretly engineered and blasted into space by government scientists, a vile monster crash-lands back on Earth and begins killing everyone it encounters. As the death toll rises, veteran cop McLemore (Charles Napier) bravely steps forward to crush the scary creature. Co-starring Julie Newmar as a powerful psychic, this low-rent horror flick finds the police force continually confounded by the organism's evolving physical features.","Charles Napier,Ann Turkel,Bo Svenson",
27671,Pop Skull (2007),"Addled prescription drug addict Daniel finds himself unraveling further under the stress of a recent breakup. Worse yet, he lives in a house haunted by nightmarish events from the past, images of which torment him in terrifying dreams. This hallucinatory horror film leaps off the screen with its disturbingly vivid visuals.","Lane Hughes,Brandon Carroll,Maggie Gwin",
27674,Wolves of Wall Street (2002),"Jeff Allen just got a new job in one of Manhattan's wealthiest brokerage firms, Wolfe Brothers. Here young, good-looking stockbrokers make a lot of money by being particularly cutthroat. Jeff finds out that the real secret to their success is an animal instinct that is turning him into a werewolf, but it may be too late for him to get out.","William Gregory Lee,Elisa Donovan,Michael Bergin",David DeCoteau
27699,"Awful Dr. Orlof, The (Gritos en la Noche) (1962)","Dr. Orlof, a former prison doctor, abducts beautiful women from nightclubs and tries to use their skin to repair his daughter's fire-scarred face. He is assisted by Morpho, a deformed monstrosity who delights in biting his victims. Orlof had better hurry, though -- a young police inspector and his ballerina girlfriend are onto his sadistic practices.","Conrado San MartÃ­n,Diana Lorys,Howard Vernon",
27703,The Psychic (1977),A woman with psychic powers has a vision of a murder that took place in a house owned by her husband.,"Jennifer O'Neill,Gabriele Ferzetti,Marc Porel",
27706,The Night Child (1975),"The titular medallion is a gift presented to young Nicole Elmi. Once the girl places the gift around her neck, she is possessed by the spirit of a dead child who was a murderess.","Richard Johnson,Joanna Cassidy,Ida Galli",
27711,Killjoy (2000),"Deep in an inner city hell, a ghastly figure is killing off the bad guys. A vigilante, or a demon? For the beautiful high school student, Jada, that's the question that will bring her face to face with the killer clown Killjoy.","Ãngel Vargas,Vera Yell,Lee Marks",Craig Ross Jr.
27712,Killjoy 2: Deliverance from Evil (2002),"In this sequel, two juvenile detention officers must escort a group of criminally-inclined urban kids to the country where they are being forced to renovate a shelter for teens as punishment for their crimes. After one of them is shot by a local, the survivors seek refuge in the home of a voodoo woman, where they mistakenly summon legendary clown-faced demon Killjoy who begins hunting them down one by one.","Logan Alexander,Debbie Rochon,Trent Haaga",
27723,Psycho Beach Party (2000),"Spoof of 1960's Beach Party/Gidget surfing movies mixed with slasher horror films. A not-so-innocent girl in 1960's Malibu becomes the first girl surfer at Malibu Beach, only she suffers from dissociative identity disorder and occasionally her alter ego, a sexually aggressive, foul-speaking girl, comes out. During her ""episodes"" several beach goers are found murdered.","Lauren Ambrose,Thomas Gibson,Nicholas Brendon",Robert Lee King
27726,Q: The Winged Serpent (1982),"New York police are bemused by reports of a giant flying lizard that has been spotted around the rooftops of New York, until the lizard starts to eat people. An out-of-work ex-con is the only person who knows the location of the monster's nest and is determined to turn the knowledge to his advantage, but will his gamble pay off or will he end up as lizard food?","Michael Moriarty,Candy Clark,David Carradine",
27730,The Revenge of the Living Dead Girls (1987),"A company, not wanting to pay for their chemicals to be dumped properly, put some into a truck of milk, which eventually kills three girls. The girls then return from the dead to seek bloody revenge.","CornÃ©lia Wilms,VÃ©ronique Catanzaro,Patrick Guillemin",Pierre B. Reinhard
27739,The Zombie Chronicles (2001),No overview found.,"Joseph Haggerty,Beverly Lynne,Janet Tracy Keijser",Brad Sykes
27740,"Return to Salem's Lot, A (1987)","Joe Weber is an anthropologist who takes his son on a trip to the New England town of Salem's Lot unaware that it is populated by vampires. When the inhabitants reveal their secret, they ask Joe to write a bible for them.","Michael Moriarty,Ricky Addison Reed,Samuel Fuller",
27742,Seance (K??rei) (2000),A psychic housewife and her husband become burdened with a kidnapped girl who escaped her assailant. Junko will not let her husband call the hospital or the police for purely selfish reasons. The girl dies while still in their house and her ghost begins to haunt the couple.,"Koji Yakusho,Jun Fubuki,Kitaro",
27743,Serial Killing 4 Dummys (2004),"Casey Noland, a high school kid with no direction in life, decides to pursue the serial killing profession. Only problem...he can't bring himself to kill anybody. Will the help of a gothic chick named Sasha, he attempts to learn the ways of a mass murderer. Meanwhile, a real serial killer is at work in their town and Casey thinks he might know who the maniac is.","Thomas Haden Church,Justin Urich,Lisa Loeb",
27747,Terror Toons (2002),"In a quiet suburban neighborhood, two sisters are about to experience the dark and sinister world of Terror Toons.","Beverly Lynne,Lizzy Borden,Brandon Ellison",Joe Castro
27764,Slumber Party Massacre II (1987),"Courtney, the sister of a survivor from the 1st movie and the members of her rock band go to a condo for the weekend to play music and have fun with their boyfriends. Courtney's dreams are of her sister, who is in a mental institution, warning her of having sex, and the dreams begin to spill into real life, threatening Courtney and her friends as they begin experiencing an attrition problem.","Crystal Bernard,Jennifer Rhodes,Kimberly McArthur",
27766,Santa Claws (1996),"A young man finds his divorced mother having sex with a man in a Santa Clause hat and shoots them both dead. Years later, now thinking he is Santa Clause, the man develops an obsession with an erotic horror film star named Raven and begins stalking her.","Debbie Rochon,Grant Kramer,John Mowod",
27767,Slumber Party Massacre III (1990),"After a hard day of volleyball at the beach, a teen whose parents are away decides to have a slumber party with her girlfriends. Their boyfriends predictably show up to scare them, but a stranger from the beach is also seen lurking around the house. Soon the group begins experiencing an attrition problem.","Keely Christian,Brittain Frye,Maria Ford",Sally Mattison
27769,Sometimes They Come Back (1991),"Based on a short story by Stephen King, a man and his family return to his home town, but he is then harassed by teenagers that died when he was a kid.","Tim Matheson,Brooke Adams,Robert Rusler",Tom McLoughlin
27770,Sometimes They Come Back... Again (1996),Jon Porter returns to his hometown after the sudden and bizarre death of his mother. He hopes to leave as soon as the funeral is over but it's too late. The sinister forces that caused his sister's brutal murder 30 years ago are back. Jon knows the nightmare can't continue. He must stand up to his fear and exorcise the demons who have risen again to take posession of his beautiful teenage daughter - body and soul.,"Michael Gross,Alexis Arquette,Hilary Swank",Adam Grossman
27771,Sometimes They Come Back... for More (1998),"On a arctic circle radio shack, an ancient evil lurks, ready to strike at a psychologist, an army man and their collective forces.","Clayton Rohner,Faith Ford,Max Perlich",Daniel Zelik Berk
27813,Basket Case (1982),A young man carrying a big basket that contains his deformed Siamese-twin brother seeks vengeance on the doctors who separated them against their will.,"Kevin Van Hentenryck,Terri Susan Smith,Beverly Bonner",
27814,Brain Damage (1988),"A normal, average guy who lives in New York City becomes dependent on an evil, disembodied brain.","Rick Hearst,Jennifer Lowry,Gordon MacDonald",
27815,Basket Case 2 (1990),"Having eluded the authorities after a series of grisly murders, the pair find sanctuary at the palatial home of Granny Ruth, an eccentric philanthropist who rallies the cause of ""Unique Individuals"". But even amongst ""friends"" the pair soon find themselves having to confront their murderous past.","Kevin Van Hentenryck,Annie Ross,Heather Rattray",
27816,Basket Case 3: The Progeny (1992),"Henelotter up's the ante in the final part of his trilogy by introducing a new member to the family; the potentially monstrous fruit of hideously deformed Belial's loins. With the pair still enjoying relative anonymity and comfort in their new found home (presided over by Granny Roth), things however take a downward turn on a trip to the Georgia Clinic of Uncle Hal, which leads to an encounter with an especially nasty redneck sheriff and his similarly blinkered band of merry men.","Kevin Van Hentenryck,Annie Ross,Gil Roper",
27831,The Astro-Zombies (1968),"For devilishly mad ""astro-scientist"" Dr. DeMarco (John Carradine), a typical day involves run-ins with reanimated corpses, bloodthirsty solar-powered killer robot zombies, Chinese communist spies and vicious Mexican secret agents. But when a bloody trail of young female murder victims leads an intrepid CIA agent to his door, things get really interesting. Ted V. Mikels directs this unique B horror-thriller.","Wendell Corey,John Carradine,Tom Pace",
27832,The Corpse Grinders (1971),"When the Lotus Cat Food Company finds itself in financial trouble, the owners decide to find a new, cheap source of meat -- the local graveyard. Only one problem -- soon cats develop a taste for human flesh, and tabbies are tearing out throats all over town.","Sean Kenney,Monika Kelly,Sanford Mitchell",Ted V. Mikels
27840,Mark of the Astro-Zombies (2002),No overview found.,"Tura Satana,Liz Renay,Brinke Stevens",
27843,Tokyo Zombie (T??ky?? zonbi) (2005),"Two Japanese friends accidentally kill their boss and dump his remains in Black Fuji, a mountain/landfill hybrid. This leads to poor results when the chemicals of the landfill mix with the corpse (and many other corpses) to give rise to a zombie infestation in Tokyo.","Tadanobu Asano,Show Aikawa,Erika Okuda",
27881,Zombie Island Massacre (1984),"Americans on vacation in the Caribbean take a tour of a nearby island at night and watch a local voodoo ritual. Soon after, they find themselves stranded on the island and under attack by unseen foes. One by one they meet violent ends.","David Broadnax,Rita Jenrette,George Peters",John N. Carter
27886,Slaughter High (1986),"Eight different people are invited to their 10-year high school reunion at their now-closed down high school where a former student, disfigured from a prank gone wrong, is there to seek revenge.","Caroline Munro,Simon Scuddamore,Carmine Iannaccone",
27905,Screamers (1979),Aquatic creatures threaten the existence of a mysterious island.,"Barbara Bach,Claudio Cassinelli,Richard Johnson",
27909,Alien from the Deep (1989),"Somewhere deep in the jungle a chemical corporation dumps tons of toxic waste in a still active volcano. Two environmentalists try to expose these illegal ways of getting rid of hugely dangerous waste, but they get caught by the vigilantes working for the company. One of them, the super-hot Maria Giulia Cavalli, manages to escape and she is saved by a snake farmer who lives alone in the jungle. Together they try to bring down the company, but itâ€™s too late. Years of chemical poisoning have spawned a deadly monster that is set out to exact revenge on humans that have unknowingly brought him to life. Directed by legendary Antonio Margheriti, the unholy master of Italian B movies, Alien from the Deep is one of the most beloved Italian rip-offs. A wildly entertaining ride, the movie is an inventive crossover where lots of different genres and styles are mixed.","Daniel Bosch,Marina Giulia Cavalli,Robert Marius",Antonio Margheriti
27916,Redneck Zombies (1989),A barrel of radioactive waste is lost out in the woods. Some demented rednecks find it and use it as part of their still. Everybody who drinks from the liquor they produced turns into a zombie.,"Lisa M. DeHaven,William E. Benson,William Decker",Pericles Lewnes
27918,"Invisible Ray, The (1936)","Dr. Janos Rukh discovers a certain type of radium that has almost magical healing properties. But the element has a dangerous side, too, and it has already started affecting Rukh. Consumed by paranoia, he begins to suspect that his wife is having an affair. Wild for revenge, Rukh hatches a deadly plot...using his own poisoned body as a weapon to kill.","Boris Karloff,Bela Lugosi,Frank Lawton",Lambert Hillyer
27941,Lockjaw: Rise of the Kulev Serpent (2008),"In the countryside, the boy Alan and his friend Becky steal a creepy wooden box with a powerful voodoo stick inside from his voodooistic neighbor. When the boy draws with the stick, his drunken father is attacked by a snake and vanishes. Years later, Alan and Becky are married to each other; while planting some flowers to celebrate the death of Alan's mother, Becky finds the box buried in the garden and she keeps the stick in her pocket. Meanwhile, five friends are traveling in a monster truck, drinking beer. The driver accidentally runs over Becky, but believes he had hit an animal. When Alan witnesses the hit-and-run and sees his wife dead, he uses the stick seeking revenge against the youngsters.","DMX,Wes Brown,Louis Herthum",Amir Valinia
27970,Werewolf of London (1935),A strange animal attack turns a botanist into a bloodthirsty monster.,"Henry Hull,Warner Oland,Valerie Hobson",Stuart Walker
28041,The Girl Who Knew Too Much (1963),A tourist witnesses a murder and finds herself caught up in a series of bloody killings.,"John Saxon,LetÃ­cia RomÃ¡n,Valentina Cortese",
28043,"Black Sabbath (Tre volti della paura, I) (1963)","Black Sabbath is a 1963 Italian horror film directed by Mario Bava. Boris Karloff, in addition to appearing in the linking passages, has a role in ""The Wurdalak"" segment (based on a story by Aleksey Konstantinovich Tolstoy). The film comprises three horror stories, the others being ""The Drop of Water"" and ""The Telephone.""","Boris Karloff,Susy Andersen,Mark Damon",
28046,"Ghoul, The (1933)","British Egyptologist Professor Morlant finds a magic jewel in the tomb of an Oriental idol. This talisman is supposed to grant immortality to those who are buried with it. So Morlant arranges to have it put into his grave upon his demise. And woe to those who might double-cross him, for Morlant's spirit will arise to wreak vengeance on his betrayers...","Boris Karloff,Cedric Hardwicke,Ernest Thesiger",T. Hayes Hunter
28048,King of the Wild (1931),"Richard Grant, imprisoned in India for a crime he did not commit, escapes and makes his way to Africa.","Walter Miller,Tom Santschi,Boris Karloff",Richard Thorpe
28049,"Kill, Baby, Kill (Operazione paura) (1966)",An 18th century European village is haunted by the ghost of a murderous little girl.,"Giacomo Rossi-Stuart,Erika Blanc,Fabienne Dali",
28050,"Hatchet for the Honeymoon (Rosso segno della follia, Il) (1970)",A madman haunted by the ghost of his ex-wife carves a corpse-laden trail.,"Stephen Forsyth,Dagmar Lassander,Laura Betti",
28051,5 Dolls for an August Moon (5 bambole per la luna d'agosto) (1970),A group of friends get together in a remote Mediterranean island for a weekend of relaxation. Soon they start turning up dead one by one. The group gets together to determine the identity of the killer amongst them.,"Ira von FÃ¼rstenberg,Edwige Fenech,Howard Ross",Mario Bava
28055,Blood and Black Lace (Sei donne per l'assassino) (1964),"Inspector Sylvester is assigned to investigate the violent murder of a fashion house model Isabella, by a masked assailant. As the investigation proceeds all of the houseâ€™s various sins, including corruption, abortions, blackmail and drug addiction, begin to come to light. It turns out that Isabella had kept a diary detailing these vices, and now almost every employee becomes nervous.","Cameron Mitchell,Eva Bartok,Thomas Reiner",
28058,Hercules in the Haunted World (1961),"Upon his return from battle in the previous film, the great warrior Hercules learns that his lover, Daianara, has lost her senses. Acording of the oracle Medea, Dianara's only hope is the Stone of Forgetfulness which lies deep in the realm of Hades. Hercules, with two companions, Theseus and Telemachus, embarks on a dangerous quest for the stone, while he is unaware that Dianara's guardian, King Lico, is the one responsible for her condition and plots to have the girl for himself as his bride upon her revival.","Reg Park,Christopher Lee,Leonora Ruffo",
28061,I vampiri (1957),"A mad scientist captures young women and drains their blood, in order to keep alive an ancient, evil duchess.","Gianna Maria Canale,Carlo D'Angelo,Dario Michaelis",
28063,Caltiki the Undying Monster (1959),Academic researchers are chased by a nuclear-hot specimen of ancient Mayan blob.,"John Merivale,Didi Sullivan,GÃ©rard Herter",Mario Bava
28067,Horror of the Zombies (1974),"After a pair of models go missing from a boat, a rescue party discover an empty galleon carrying the coffins of the long dead Knights Templar. The rescue party board the galleon and then discover their own boat has vanished. The survivors struggle to fight off the spectral knights with what little knowledge they have of them.","Maria Perschy,Jack Taylor,BÃ¡rbara Rey",
28068,When the Screaming Stops (1974),"The legendary Loreley has been living for centuries in a grotto beneath the river Rhein in Germany. Every night when the moon is full, she turns into a reptile-like creature craving for human blood. When one girl after another of a nearby boarding school is killed by her, a hunter named Sirgurd is engaged to kill the monster.","Tony Kendall,Helga LinÃ©,Silvia Tortosa",
28070,Surf Nazis Must Die (1987),"When the grandson of a gun wielding woman is murdered by neo-nazi surf punks in the post-apocalyptic future, this grandma hunts them down for some bloodthirsty revenge.","Gail Neely,Robert Harden,Barry Brenner",Peter George
28071,Night of the Seagulls (1975),"The Knight Templars return in this fourth installment of the Blind Dead seris. On this outing, the Templars haunt a fishing village, where they rise seven nights every seven years to claim their sacrificial offerings in return for the safety of the townspeople.","VÃ­ctor Petit,MarÃ­a Kosty,Sandra Mozarowsky",
28073,Curse of the Crimson Altar (1968),"When his brother disappears, Robert Manning pays a visit to the remote country house he was last heard from. While his host is outwardly welcoming - and his niece more demonstrably so - Manning detects a feeling of menace in the air with the legend of Lavinia Morley, Black Witch of Greymarsh, hanging over everything.","Christopher Lee,Boris Karloff,Mark Eden",Vernon Sewell
28081,Witchcraft VII: Judgement Hour (1995),Will Spanner is at it again battling sex starved beautiful demon vampires in the seventh installment of this series. Will enlists the help of cops Lutz and Garner to bring down the evil vampire Martin and his beautiful erotic demonic slaves,"David Byrnes,April Breneman,Alisa Christensen",Michael Paul Girard
28082,Witchcraft 8: Salem's Ghost (1996),A young happy couple move into a â€œdream homeâ€ only to find it is a gateway for occult powers.,"Lee Grober,Kim Kopf,Tom Overmyer",
28090,Maniac Cop 2 (1990),"A supernatural, maniac killer cop teams up with a Times Square serial killer.","Robert Davi,Claudia Christian,Michael Lerner",William Lustig
28109,100 Tears (2007),"After being accused of crimes he did not commit, a lonely circus performer exacts his revenge on those who unjustly condemned him. The act sparks something inside of him which he cannot stop and now, years later, his inner-demons have truly surfaced. Part urban legend, part tabloid sensationalism... he is now an unstoppable murderous juggernaut, fueled only by hate.","Raine Brown,Joe Davison,Georgia Chris",Marcus Koch
28146,Nightmare Circus (1974),"Three showgirls on their way to Las Vegas have car trouble and are stuck all night out in the desert. The next morning cheerful Andre offers them help in fixing their car. However, Andre is really a maniac with a lot of family problems; his mother ran out on him when he was a child so now he keeps kidnapped women chained up in his barn and trains them to perform circus tricks. Andre's father is still around of course, but because the old homestead is next to a nuclear test site he has been transformed into a raving homicidal mutant that Andre keeps locked up in a shed.","Andrew Prine,Manuela Thiess,Sherry Alberoni",Alan Rudolph
28153,It's Alive (1974),"Heavily pregnant Lenore Davis tells her husband, Frank, that she is in labor. They leave their eleven year-old son Chris with their friend Charley and they head to the Community Hospital. Lenore feels that something is wrong and delivers a monster that kills the team in the delivery room and escapes through a skylight. Lieutenant Perkins comes to the hospital to investigate the murder and the press divulges the identity of the parents. Frank discovers a dark secret about Lenore and the baby.","John P. Ryan,Sharon Farrell,Andrew Duggan",
28155,It's Alive 2: It Lives Again (1978),The monster child returns - but now there are three!,"Frederic Forrest,Kathleen Lloyd,John P. Ryan",
28156,"Baby, The (1973)","A social worker who recently lost her husband investigates the strange Wadsworth family. The Wadsworths might not seem too unusual to hear about them at first - consisting of the mother, two grown daughters and the diaper-clad, bottle-sucking baby. The problem is, the baby is twenty-one years old.","Anjanette Comer,Susanne Zenor,Ruth Roman",Ted Post
28159,"Bat People, The (1974)","Dr. John Beck, recently married, decides to take his wife, Cathy, spelunking in Carlsbad Cavern. While there, Dr. Beck, who specializes in bats, is bitten by a fruit bat. He is then, inexplicably, transformed into a vampire bat. While he escapes and seeks help from another doctor, it is clear the treatments are not working. In fact, they are aggravating his condition. Dr. Beck unwittingly goes on a killing spree, catching the attention of Sergeant Ward.","Stewart Moss,Marianne McAndrew,Michael Pataki",Jerry Jameson
28160,Grave of the Vampire (1972),"A vampire awakens from a long sleep to attack a couple making love in a graveyard. He then rapes the woman, who later gives birth to his son. The newborn infant will only drink blood from his mother's breast.","William Smith,Michael Pataki,Lyn Peters",
28165,"Toxic Avenger, Part II, The (1989)","The Toxic Avenger is lured to Tokyo, Japan by the evil corporation Apocalypse Inc. So while the Toxic Avenger is fighting crime in Tokyo, Apocalypse Inc. spread evil in Tromaville.","Ron Fazio,John Altamura,Phoebe Legere",Michael Herz
28169,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)","Toxie finds he has nothing to do as a superhero, as he has ridden his city of evil. So he decides to go to work for a major corporation, which he discovers may be the evilest of all his adversaries.","Ron Fazio,John Altamura,Rick Collins",Michael Herz
28170,"Gore Gore Girls, The (1972)",A ditsy reporter enlists the help of a sleazy private eye to solve a series of gory killings of female strippers at a Chicago nightclub.,"Frank Kress,Amy Farrell,Hedda Lubin",Herschell Gordon Lewis
28172,Blood Feast (1963),"In the sleepy suburbs of Miami, seemingly normal Egyptian immigrant Fuad Ramses (Mal Arnold) runs a successful catering business. He also murders young women and plans to use their body parts to revive the goddess Ishtar. The insane Ramses hypnotizes a socialite in order to land a job catering a party for her debutante daughter, Suzette Fremont (Connie Mason), and turns the event into an evening of gruesome deaths, bloody dismemberment and ritual sacrifice.","William Kerwin,Mal Arnold,Connie Mason",
28177,Two Thousand Maniacs! (1964),Six people are lured into a small Deep South town for a Centennial celebration where the residents proceed to kill them one by one as revenge for the town's destruction during the Civil War.,"Connie Mason,William Kerwin,Jeffrey Allen",
28180,Color Me Blood Red (1965),Gore specialist H.G. Lewis' gruesome tale of an artist who becomes a success after using human blood in his paintings.,"Gordon Oas-Heim,Candi Conder,Elyn Warner",
28188,Swamp Zombies!!! (2005),"A chief physician at a large metropolitan hospital is formulating a serum to resurrect recently deceased ""patients"".When his facility comes under inspection from the federal government, the doctor is forced to dispose of the ""patients"" as quick as possible even though they are in mid-experiment and he doesn't know if his serum even will work. With the help of the evil hospital operations manager, he manages to ditch the experiments in the neighboring swamplands. Little do they know, their serum works, the experiments rise to ""life"" and wreck havoc on a group of students conducting science experiments at the swamplands. With the help of a swamp hermit, a beautiful innocent bystander, a park ranger, and the police captain they try to piece together what has gone on... as well as survive","Brian Heffron,Jasmin St. Claire,Pamela Sutch",
28189,"Fall of the House of Usher, The (chute de la maison Usher, La) (1928)","Adapted from Edgar Allan Poe's Fall of the House of Usher, director Jean Epstein studiously avoids cheap shocks in this tale of hereditary madness, choosing instead a tightly controlled, spookily subtle technique. The hero, having indirectly caused the death of his beloved, stubbornly tries to resurrect her spirit by devoting himself to painting and sculpture. Epstein conveys the twilight zone between life and death with lingering dissolves and brilliant utilization of slow motion.","Jean Debucourt,Marguerite Gance,Charles Lamy",
28196,"Avenging Conscience, The (1914)","Thwarted by his despotic uncle from continuing his love affair, a young man turns to thoughts of murder. Experiencing a series of visions, he sees murder as a normal course of events in life and kills his uncle. Tortured by his conscience, his future sanity is uncertain as he is assailed by nightmarish visions of what he has done.","Henry B. Walthall,Spottiswoode Aitken,Blanche Sweet",
28198,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),"Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.","Klaus Kinski,Christopher Plummer,Donald Pleasence",Mario Caiano
28223,Creepozoids (1987),"The year is 1998, six years after the nuke wars reduced the world to rubble and a few bands of wandering survivors. One of these groups stumbles into an abandoned government research facility, where they were working on making the body capable of creating its own amino acids, thus obviating the need for food. They are then attacked by one of the leftover experiments and begin experiencing an attrition problem.","Linnea Quigley,Ken Abraham,Michael Aranda",
28229,Rumpelstiltskin (1995),"In the 1400's, Rumpelstiltskin is imprisoned inside a small jade figurine. In modern-day Los Angeles, the recently widowed wife of a police officer, with baby in tow, finds her way into a witch's shop and purchases a certain figurine, resulting in the cackling beast being freed and demanding possession of the baby.","Kim Johnston Ulrich,Tommy Blaze,Allyce Beasley",
28260,Return of the Living Dead 3 (1993),"Colonel Reynolds and his group of government scientists continue their work on re-animating the dead for military use. His son Curt uses a stolen security pass to sneak in with his thrill-seeking girlfriend Julie, with shocking, deadly results!","Melinda Clarke,J. Trevor Edmond,Kent McCord",Brian Yuzna
28261,Mad Love (1935),An insane surgeon's obsession with an actress leads him to replace her wounded pianist's hands with the hands of a knife murderer which still have the urge to throw knives.,"Peter Lorre,Frances Drake,Colin Clive",Karl Freund
28264,Blood Rage (1987),"As kids, Todd is institutionalized for a murder whilst his twin goes free. 10 years later, on Thanksgiving, Todd escapes and a killing spree begins in his neighborhood.","Louise Lasser,Mark Soper,Marianne Kanter",John Grissmer
28271,Sharon's Baby (1975),"A woman gives birth to a baby, but this is no ordinary little tyke. The child is seemingly possessed by the spirit of a freak dwarf who the mother once spurned. Cue a spate of strange deaths, the one common factor being the presence of a baby in pram at the scene...","Joan Collins,Donald Pleasence,Ralph Bates",Peter Sasdy
28279,Succubus (1968),"Janine Reynaud stars as a nightclub stripper who free-floats through a spectral 60's landscape littered with dream-figures, dancing midgets and bizarre S&amp;M games.","Janine Reynaud,Jack Taylor,Adrian Hoven",JesÃºs Franco
28294,She Killed in Ecstasy (1971),"A young doctor kills himself after a medical committee terminates his research into human embryos, considering it too inhumane. His wife then seeks revenge on those who drove her husband to his death by luring each member of the committee into compromising situations and then killing them one by one.","Soledad Miranda,Fred Williams,Paul MÃ¼ller",
28305,Behind the Mask (1932),A Secret Service agent (Jack Holt) nabs a scalpel-happy doctor who runs drugs in caskets.,"Jack Holt,Constance Cummings,Boris Karloff",John Francis Dillon
